asset_rank,asset_final_score,asset_id,template_id,owner,template_rank,template_final_score,template_score_component,original_mint_number,original_mint_score,original_mint_score_component,original_mint_status,surviving_mint_rank,surviving_mint_rank_score,surviving_mint_rank_score_component,surviving_mint_rank_status,live_supply,issued_supply,rarity_band,burned,price_used,market_data_used
2635,28.6891,1099997877719,435457,yoitscharlie,10,46.2675,27.7605,590,0.023217,0.4643,ok,590,0.023217,0.4643,ok,604,454,Common,false,false,false
2636,28.6658,1099595976051,401910,,11,0,0,447,0.716645,14.3329,ok,447,0.716645,14.3329,ok,1575,1399,Common,false,false,false
2637,28.6658,1099598049330,401911,pepperstake,12,0,0,447,0.716645,14.3329,ok,447,0.716645,14.3329,ok,1575,1425,Common,false,false,false
2638,28.6404,1099595976052,401910,,11,0,0,448,0.71601,14.3202,ok,448,0.71601,14.3202,ok,1575,1399,Common,false,false,false
2639,28.6404,1099598049331,401911,,12,0,0,448,0.71601,14.3202,ok,448,0.71601,14.3202,ok,1575,1425,Common,false,false,false
2640,28.6229,1099997877720,435457,yoitscharlie,10,46.2675,27.7605,591,0.021559,0.4312,ok,591,0.021559,0.4312,ok,604,454,Common,false,false,false
2641,28.615,1099595976053,401910,,11,0,0,449,0.715375,14.3075,ok,449,0.715375,14.3075,ok,1575,1399,Common,false,false,false
2642,28.615,1099598049332,401911,x2bc2.wam,12,0,0,449,0.715375,14.3075,ok,449,0.715375,14.3075,ok,1575,1425,Common,false,false,false
2643,28.5896,1099595976054,401910,,11,0,0,450,0.71474,14.2948,ok,450,0.71474,14.2948,ok,1575,1399,Common,false,false,false
2644,28.5896,1099598049333,401911,3meaq.waa,12,0,0,450,0.71474,14.2948,ok,450,0.71474,14.2948,ok,1575,1425,Common,false,false,false
2645,28.5642,1099595976055,401910,,11,0,0,451,0.714104,14.2821,ok,451,0.714104,14.2821,ok,1575,1399,Common,false,false,false
2646,28.5642,1099598049334,401911,pepperstake,12,0,0,451,0.714104,14.2821,ok,451,0.714104,14.2821,ok,1575,1425,Common,false,false,false
2647,28.5565,1099997877721,435457,yoitscharlie,10,46.2675,27.7605,592,0.0199,0.398,ok,592,0.0199,0.398,ok,604,454,Common,false,false,false
2648,28.5388,1099595976056,401910,,11,0,0,452,0.713469,14.2694,ok,452,0.713469,14.2694,ok,1575,1399,Common,false,false,false
2649,28.5388,1099598049335,401911,,12,0,0,452,0.713469,14.2694,ok,452,0.713469,14.2694,ok,1575,1425,Common,false,false,false
2650,28.5134,1099595976057,401910,,11,0,0,453,0.712834,14.2567,ok,453,0.712834,14.2567,ok,1575,1399,Common,false,false,false
2651,28.5134,1099598049336,401911,,12,0,0,453,0.712834,14.2567,ok,453,0.712834,14.2567,ok,1575,1425,Common,false,false,false
2652,28.4901,1099997877722,435457,yoitscharlie,10,46.2675,27.7605,593,0.018242,0.3648,ok,593,0.018242,0.3648,ok,604,454,Common,false,false,false
2653,28.488,1099595976058,401910,,11,0,0,454,0.712198,14.244,ok,454,0.712198,14.244,ok,1575,1399,Common,false,false,false
2654,28.488,1099598049337,401911,3q1qy.wam,12,0,0,454,0.712198,14.244,ok,454,0.712198,14.244,ok,1575,1425,Common,false,false,false
2655,28.4626,1099595976059,401910,,11,0,0,455,0.711563,14.2313,ok,455,0.711563,14.2313,ok,1575,1399,Common,false,false,false
2656,28.4626,1099598049338,401911,d1awq.wam,12,0,0,455,0.711563,14.2313,ok,455,0.711563,14.2313,ok,1575,1425,Common,false,false,false
2657,28.4372,1099595976060,401910,,11,0,0,456,0.710928,14.2186,ok,456,0.710928,14.2186,ok,1575,1399,Common,false,false,false
2658,28.4372,1099598049339,401911,,12,0,0,456,0.710928,14.2186,ok,456,0.710928,14.2186,ok,1575,1425,Common,false,false,false
2659,28.4239,1099997877723,435457,yoitscharlie,10,46.2675,27.7605,594,0.016584,0.3317,ok,594,0.016584,0.3317,ok,604,454,Common,false,false,false
2660,28.4116,1099595976061,401910,,11,0,0,457,0.710292,14.2058,ok,457,0.710292,14.2058,ok,1575,1399,Common,false,false,false
2661,28.4116,1099598049340,401911,dafbs.wam,12,0,0,457,0.710292,14.2058,ok,457,0.710292,14.2058,ok,1575,1425,Common,false,false,false
2662,28.3862,1099595976062,401910,,11,0,0,458,0.709657,14.1931,ok,458,0.709657,14.1931,ok,1575,1399,Common,false,false,false
2663,28.3862,1099598049341,401911,z.sf2.wam,12,0,0,458,0.709657,14.1931,ok,458,0.709657,14.1931,ok,1575,1425,Common,false,false,false
2664,28.3608,1099595976063,401910,,11,0,0,459,0.709022,14.1804,ok,459,0.709022,14.1804,ok,1575,1399,Common,false,false,false
2665,28.3608,1099598049342,401911,1xpyu.wam,12,0,0,459,0.709022,14.1804,ok,459,0.709022,14.1804,ok,1575,1425,Common,false,false,false
2666,28.3575,1099997877724,435457,yoitscharlie,10,46.2675,27.7605,595,0.014925,0.2985,ok,595,0.014925,0.2985,ok,604,454,Common,false,false,false
2667,28.3354,1099595976064,401910,,11,0,0,460,0.708386,14.1677,ok,460,0.708386,14.1677,ok,1575,1399,Common,false,false,false
2668,28.3354,1099598049343,401911,,12,0,0,460,0.708386,14.1677,ok,460,0.708386,14.1677,ok,1575,1425,Common,false,false,false
2669,28.31,1099595976065,401910,,11,0,0,461,0.707751,14.155,ok,461,0.707751,14.155,ok,1575,1399,Common,false,false,false
2670,28.31,1099598049344,401911,,12,0,0,461,0.707751,14.155,ok,461,0.707751,14.155,ok,1575,1425,Common,false,false,false
2671,28.2911,1099997877725,435457,yoitscharlie,10,46.2675,27.7605,596,0.013267,0.2653,ok,596,0.013267,0.2653,ok,604,454,Common,false,false,false
2672,28.2846,1099595976066,401910,,11,0,0,462,0.707116,14.1423,ok,462,0.707116,14.1423,ok,1575,1399,Common,false,false,false
2673,28.2846,1099598049345,401911,,12,0,0,462,0.707116,14.1423,ok,462,0.707116,14.1423,ok,1575,1425,Common,false,false,false
2674,28.2592,1099595976067,401910,,11,0,0,463,0.70648,14.1296,ok,463,0.70648,14.1296,ok,1575,1399,Common,false,false,false
2675,28.2592,1099598049346,401911,,12,0,0,463,0.70648,14.1296,ok,463,0.70648,14.1296,ok,1575,1425,Common,false,false,false
2676,28.2338,1099595976068,401910,,11,0,0,464,0.705845,14.1169,ok,464,0.705845,14.1169,ok,1575,1399,Common,false,false,false
2677,28.2338,1099598049347,401911,,12,0,0,464,0.705845,14.1169,ok,464,0.705845,14.1169,ok,1575,1425,Common,false,false,false
2678,28.2249,1099997877726,435457,yoitscharlie,10,46.2675,27.7605,597,0.011609,0.2322,ok,597,0.011609,0.2322,ok,604,454,Common,false,false,false
2679,28.2084,1099595976069,401910,,11,0,0,465,0.70521,14.1042,ok,465,0.70521,14.1042,ok,1575,1399,Common,false,false,false
2680,28.2084,1099598049348,401911,cwzqw.wam,12,0,0,465,0.70521,14.1042,ok,465,0.70521,14.1042,ok,1575,1425,Common,false,false,false
2681,28.183,1099595976070,401910,,11,0,0,466,0.704574,14.0915,ok,466,0.704574,14.0915,ok,1575,1399,Common,false,false,false
2682,28.183,1099598049349,401911,,12,0,0,466,0.704574,14.0915,ok,466,0.704574,14.0915,ok,1575,1425,Common,false,false,false
2683,28.1585,1099997877727,435457,yoitscharlie,10,46.2675,27.7605,598,0.00995,0.199,ok,598,0.00995,0.199,ok,604,454,Common,false,false,false
2684,28.1576,1099595976071,401910,,11,0,0,467,0.703939,14.0788,ok,467,0.703939,14.0788,ok,1575,1399,Common,false,false,false
2685,28.1576,1099598049350,401911,,12,0,0,467,0.703939,14.0788,ok,467,0.703939,14.0788,ok,1575,1425,Common,false,false,false
2686,28.1322,1099595976072,401910,,11,0,0,468,0.703304,14.0661,ok,468,0.703304,14.0661,ok,1575,1399,Common,false,false,false
2687,28.1322,1099598049351,401911,,12,0,0,468,0.703304,14.0661,ok,468,0.703304,14.0661,ok,1575,1425,Common,false,false,false
2688,28.1068,1099595976073,401910,,11,0,0,469,0.702668,14.0534,ok,469,0.702668,14.0534,ok,1575,1399,Common,false,false,false
2689,28.1068,1099598049352,401911,gdoyu.wam,12,0,0,469,0.702668,14.0534,ok,469,0.702668,14.0534,ok,1575,1425,Common,false,false,false
2690,28.0921,1099997877728,435457,yoitscharlie,10,46.2675,27.7605,599,0.008292,0.1658,ok,599,0.008292,0.1658,ok,604,454,Common,false,false,false
2691,28.0814,1099595976074,401910,,11,0,0,470,0.702033,14.0407,ok,470,0.702033,14.0407,ok,1575,1399,Common,false,false,false
2692,28.0814,1099598049353,401911,,12,0,0,470,0.702033,14.0407,ok,470,0.702033,14.0407,ok,1575,1425,Common,false,false,false
2693,28.056,1099595976075,401910,,11,0,0,471,0.701398,14.028,ok,471,0.701398,14.028,ok,1575,1399,Common,false,false,false
2694,28.056,1099598049354,401911,,12,0,0,471,0.701398,14.028,ok,471,0.701398,14.028,ok,1575,1425,Common,false,false,false
2695,28.0304,1099595976076,401910,,11,0,0,472,0.700762,14.0152,ok,472,0.700762,14.0152,ok,1575,1399,Common,false,false,false
2696,28.0304,1099598049355,401911,,12,0,0,472,0.700762,14.0152,ok,472,0.700762,14.0152,ok,1575,1425,Common,false,false,false
2697,28.0259,1099997877729,435457,yoitscharlie,10,46.2675,27.7605,600,0.006633,0.1327,ok,600,0.006633,0.1327,ok,604,454,Common,false,false,false
2698,28.005,1099595976077,401910,kelin.gm,11,0,0,473,0.700127,14.0025,ok,473,0.700127,14.0025,ok,1575,1399,Common,false,false,false
2699,28.005,1099598049356,401911,dhpyu.wam,12,0,0,473,0.700127,14.0025,ok,473,0.700127,14.0025,ok,1575,1425,Common,false,false,false
2700,27.9796,1099595976078,401910,,11,0,0,474,0.699492,13.9898,ok,474,0.699492,13.9898,ok,1575,1399,Common,false,false,false
2701,27.9796,1099598049357,401911,3klrm.wam,12,0,0,474,0.699492,13.9898,ok,474,0.699492,13.9898,ok,1575,1425,Common,false,false,false
2702,27.9595,1099997877730,435457,yoitscharlie,10,46.2675,27.7605,601,0.004975,0.0995,ok,601,0.004975,0.0995,ok,604,454,Common,false,false,false
2703,27.9542,1099595976079,401910,,11,0,0,475,0.698856,13.9771,ok,475,0.698856,13.9771,ok,1575,1399,Common,false,false,false
2704,27.9542,1099598049358,401911,,12,0,0,475,0.698856,13.9771,ok,475,0.698856,13.9771,ok,1575,1425,Common,false,false,false
2705,27.9288,1099595976080,401910,,11,0,0,476,0.698221,13.9644,ok,476,0.698221,13.9644,ok,1575,1399,Common,false,false,false
2706,27.9288,1099598049359,401911,2szbk.wam,12,0,0,476,0.698221,13.9644,ok,476,0.698221,13.9644,ok,1575,1425,Common,false,false,false
2707,27.9034,1099595976081,401910,,11,0,0,477,0.697586,13.9517,ok,477,0.697586,13.9517,ok,1575,1399,Common,false,false,false
2708,27.9034,1099598049360,401911,4cyvk.wam,12,0,0,477,0.697586,13.9517,ok,477,0.697586,13.9517,ok,1575,1425,Common,false,false,false
2709,27.8931,1099997877731,435457,yoitscharlie,10,46.2675,27.7605,602,0.003317,0.0663,ok,602,0.003317,0.0663,ok,604,454,Common,false,false,false
2710,27.878,1099595976082,401910,,11,0,0,478,0.69695,13.939,ok,478,0.69695,13.939,ok,1575,1399,Common,false,false,false
2711,27.878,1099598049361,401911,,12,0,0,478,0.69695,13.939,ok,478,0.69695,13.939,ok,1575,1425,Common,false,false,false
2712,27.8526,1099595976083,401910,,11,0,0,479,0.696315,13.9263,ok,479,0.696315,13.9263,ok,1575,1399,Common,false,false,false
2713,27.8526,1099598049362,401911,jeuxg.wam,12,0,0,479,0.696315,13.9263,ok,479,0.696315,13.9263,ok,1575,1425,Common,false,false,false
2714,27.8272,1099595976084,401910,,11,0,0,480,0.69568,13.9136,ok,480,0.69568,13.9136,ok,1575,1399,Common,false,false,false
2715,27.8272,1099598049363,401911,,12,0,0,480,0.69568,13.9136,ok,480,0.69568,13.9136,ok,1575,1425,Common,false,false,false
2716,27.8269,1099997877732,435457,yoitscharlie,10,46.2675,27.7605,603,0.001658,0.0332,ok,603,0.001658,0.0332,ok,604,454,Common,false,false,false
2717,27.8018,1099595976085,401910,,11,0,0,481,0.695044,13.9009,ok,481,0.695044,13.9009,ok,1575,1399,Common,false,false,false
2718,27.8018,1099598049364,401911,,12,0,0,481,0.695044,13.9009,ok,481,0.695044,13.9009,ok,1575,1425,Common,false,false,false
2719,27.7764,1099595976086,401910,,11,0,0,482,0.694409,13.8882,ok,482,0.694409,13.8882,ok,1575,1399,Common,false,false,false
2720,27.7764,1099598049365,401911,,12,0,0,482,0.694409,13.8882,ok,482,0.694409,13.8882,ok,1575,1425,Common,false,false,false
2721,27.7605,1099997877733,435457,yoitscharlie,10,46.2675,27.7605,604,0,0,ok,604,0,0,ok,604,454,Common,false,false,false
2722,27.751,1099595976087,401910,,11,0,0,483,0.693774,13.8755,ok,483,0.693774,13.8755,ok,1575,1399,Common,false,false,false
2723,27.751,1099598049366,401911,,12,0,0,483,0.693774,13.8755,ok,483,0.693774,13.8755,ok,1575,1425,Common,false,false,false
2724,27.7256,1099595976088,401910,,11,0,0,484,0.693139,13.8628,ok,484,0.693139,13.8628,ok,1575,1399,Common,false,false,false
2725,27.7256,1099598049367,401911,,12,0,0,484,0.693139,13.8628,ok,484,0.693139,13.8628,ok,1575,1425,Common,false,false,false
2726,27.7002,1099595976089,401910,,11,0,0,485,0.692503,13.8501,ok,485,0.692503,13.8501,ok,1575,1399,Common,false,false,false
2727,27.7002,1099598049368,401911,,12,0,0,485,0.692503,13.8501,ok,485,0.692503,13.8501,ok,1575,1425,Common,false,false,false
2728,27.6748,1099595976090,401910,,11,0,0,486,0.691868,13.8374,ok,486,0.691868,13.8374,ok,1575,1399,Common,false,false,false
2729,27.6748,1099598049369,401911,,12,0,0,486,0.691868,13.8374,ok,486,0.691868,13.8374,ok,1575,1425,Common,false,false,false
2730,27.6494,1099595976091,401910,,11,0,0,487,0.691233,13.8247,ok,487,0.691233,13.8247,ok,1575,1399,Common,false,false,false
2731,27.6494,1099598049370,401911,,12,0,0,487,0.691233,13.8247,ok,487,0.691233,13.8247,ok,1575,1425,Common,false,false,false
2732,27.6238,1099595976092,401910,,11,0,0,488,0.690597,13.8119,ok,488,0.690597,13.8119,ok,1575,1399,Common,false,false,false
2733,27.6238,1099598049371,401911,,12,0,0,488,0.690597,13.8119,ok,488,0.690597,13.8119,ok,1575,1425,Common,false,false,false
2734,27.5984,1099595976093,401910,,11,0,0,489,0.689962,13.7992,ok,489,0.689962,13.7992,ok,1575,1399,Common,false,false,false
2735,27.5984,1099598049372,401911,5xrjg.wam,12,0,0,489,0.689962,13.7992,ok,489,0.689962,13.7992,ok,1575,1425,Common,false,false,false
2736,27.573,1099595976094,401910,,11,0,0,490,0.689327,13.7865,ok,490,0.689327,13.7865,ok,1575,1399,Common,false,false,false
2737,27.573,1099598049373,401911,,12,0,0,490,0.689327,13.7865,ok,490,0.689327,13.7865,ok,1575,1425,Common,false,false,false
2738,27.5476,1099595976095,401910,,11,0,0,491,0.688691,13.7738,ok,491,0.688691,13.7738,ok,1575,1399,Common,false,false,false
2739,27.5476,1099598049374,401911,,12,0,0,491,0.688691,13.7738,ok,491,0.688691,13.7738,ok,1575,1425,Common,false,false,false
2740,27.5222,1099595976096,401910,,11,0,0,492,0.688056,13.7611,ok,492,0.688056,13.7611,ok,1575,1399,Common,false,false,false
2741,27.5222,1099598049375,401911,,12,0,0,492,0.688056,13.7611,ok,492,0.688056,13.7611,ok,1575,1425,Common,false,false,false
2742,27.4968,1099595976097,401910,,11,0,0,493,0.687421,13.7484,ok,493,0.687421,13.7484,ok,1575,1399,Common,false,false,false
2743,27.4968,1099598049376,401911,,12,0,0,493,0.687421,13.7484,ok,493,0.687421,13.7484,ok,1575,1425,Common,false,false,false
2744,27.4714,1099595976098,401910,,11,0,0,494,0.686785,13.7357,ok,494,0.686785,13.7357,ok,1575,1399,Common,false,false,false
2745,27.4714,1099598049377,401911,,12,0,0,494,0.686785,13.7357,ok,494,0.686785,13.7357,ok,1575,1425,Common,false,false,false
2746,27.446,1099595976099,401910,,11,0,0,495,0.68615,13.723,ok,495,0.68615,13.723,ok,1575,1399,Common,false,false,false
2747,27.446,1099598049378,401911,,12,0,0,495,0.68615,13.723,ok,495,0.68615,13.723,ok,1575,1425,Common,false,false,false
2748,27.4206,1099595976100,401910,,11,0,0,496,0.685515,13.7103,ok,496,0.685515,13.7103,ok,1575,1399,Common,false,false,false
2749,27.4206,1099598049379,401911,,12,0,0,496,0.685515,13.7103,ok,496,0.685515,13.7103,ok,1575,1425,Common,false,false,false
2750,27.3952,1099595976101,401910,,11,0,0,497,0.684879,13.6976,ok,497,0.684879,13.6976,ok,1575,1399,Common,false,false,false
2751,27.3952,1099598049380,401911,,12,0,0,497,0.684879,13.6976,ok,497,0.684879,13.6976,ok,1575,1425,Common,false,false,false
2752,27.3698,1099595976102,401910,,11,0,0,498,0.684244,13.6849,ok,498,0.684244,13.6849,ok,1575,1399,Common,false,false,false
2753,27.3698,1099598049381,401911,1vlqw.wam,12,0,0,498,0.684244,13.6849,ok,498,0.684244,13.6849,ok,1575,1425,Common,false,false,false
2754,27.3444,1099595976103,401910,,11,0,0,499,0.683609,13.6722,ok,499,0.683609,13.6722,ok,1575,1399,Common,false,false,false
2755,27.3444,1099598049382,401911,,12,0,0,499,0.683609,13.6722,ok,499,0.683609,13.6722,ok,1575,1425,Common,false,false,false
2756,27.319,1099595976104,401910,,11,0,0,500,0.682973,13.6595,ok,500,0.682973,13.6595,ok,1575,1399,Common,false,false,false
2757,27.319,1099598049383,401911,hottothemoon,12,0,0,500,0.682973,13.6595,ok,500,0.682973,13.6595,ok,1575,1425,Common,false,false,false
2758,27.2936,1099595976234,401910,,11,0,0,501,0.682338,13.6468,ok,501,0.682338,13.6468,ok,1575,1399,Common,false,false,false
2759,27.2936,1099598050551,401911,,12,0,0,501,0.682338,13.6468,ok,501,0.682338,13.6468,ok,1575,1425,Common,false,false,false
2760,27.2682,1099595976235,401910,,11,0,0,502,0.681703,13.6341,ok,502,0.681703,13.6341,ok,1575,1399,Common,false,false,false
2761,27.2682,1099598050552,401911,vuhrq.wam,12,0,0,502,0.681703,13.6341,ok,502,0.681703,13.6341,ok,1575,1425,Common,false,false,false
2762,27.2426,1099595976236,401910,,11,0,0,503,0.681067,13.6213,ok,503,0.681067,13.6213,ok,1575,1399,Common,false,false,false
2763,27.2426,1099598050553,401911,,12,0,0,503,0.681067,13.6213,ok,503,0.681067,13.6213,ok,1575,1425,Common,false,false,false
2764,27.2172,1099595976237,401910,,11,0,0,504,0.680432,13.6086,ok,504,0.680432,13.6086,ok,1575,1399,Common,false,false,false
2765,27.2172,1099598050554,401911,pepperstake,12,0,0,504,0.680432,13.6086,ok,504,0.680432,13.6086,ok,1575,1425,Common,false,false,false
2766,27.1918,1099595976238,401910,,11,0,0,505,0.679797,13.5959,ok,505,0.679797,13.5959,ok,1575,1399,Common,false,false,false
2767,27.1918,1099598050555,401911,pepperstake,12,0,0,505,0.679797,13.5959,ok,505,0.679797,13.5959,ok,1575,1425,Common,false,false,false
2768,27.1664,1099595976239,401910,,11,0,0,506,0.679161,13.5832,ok,506,0.679161,13.5832,ok,1575,1399,Common,false,false,false
2769,27.1664,1099598050556,401911,,12,0,0,506,0.679161,13.5832,ok,506,0.679161,13.5832,ok,1575,1425,Common,false,false,false
2770,27.141,1099595976240,401910,,11,0,0,507,0.678526,13.5705,ok,507,0.678526,13.5705,ok,1575,1399,Common,false,false,false
2771,27.141,1099598056888,401911,qeibq.wam,12,0,0,507,0.678526,13.5705,ok,507,0.678526,13.5705,ok,1575,1425,Common,false,false,false
2772,27.1156,1099595976241,401910,,11,0,0,508,0.677891,13.5578,ok,508,0.677891,13.5578,ok,1575,1399,Common,false,false,false
2773,27.1156,1099598056889,401911,,12,0,0,508,0.677891,13.5578,ok,508,0.677891,13.5578,ok,1575,1425,Common,false,false,false
2774,27.0902,1099595976242,401910,,11,0,0,509,0.677255,13.5451,ok,509,0.677255,13.5451,ok,1575,1399,Common,false,false,false
2775,27.0902,1099598056890,401911,j2ibq.wam,12,0,0,509,0.677255,13.5451,ok,509,0.677255,13.5451,ok,1575,1425,Common,false,false,false
2776,27.0648,1099595976243,401910,,11,0,0,510,0.67662,13.5324,ok,510,0.67662,13.5324,ok,1575,1399,Common,false,false,false
2777,27.0648,1099598056891,401911,igwxu.wam,12,0,0,510,0.67662,13.5324,ok,510,0.67662,13.5324,ok,1575,1425,Common,false,false,false
2778,27.0394,1099595976244,401910,,11,0,0,511,0.675985,13.5197,ok,511,0.675985,13.5197,ok,1575,1399,Common,false,false,false
2779,27.0394,1099598056892,401911,,12,0,0,511,0.675985,13.5197,ok,511,0.675985,13.5197,ok,1575,1425,Common,false,false,false
2780,27.014,1099595976245,401910,,11,0,0,512,0.675349,13.507,ok,512,0.675349,13.507,ok,1575,1399,Common,false,false,false
2781,27.014,1099598056893,401911,jekb4.wam,12,0,0,512,0.675349,13.507,ok,512,0.675349,13.507,ok,1575,1425,Common,false,false,false
2782,26.9886,1099595976246,401910,,11,0,0,513,0.674714,13.4943,ok,513,0.674714,13.4943,ok,1575,1399,Common,false,false,false
2783,26.9886,1099598056894,401911,,12,0,0,513,0.674714,13.4943,ok,513,0.674714,13.4943,ok,1575,1425,Common,false,false,false
2784,26.9632,1099595976247,401910,,11,0,0,514,0.674079,13.4816,ok,514,0.674079,13.4816,ok,1575,1399,Common,false,false,false
2785,26.9632,1099598056895,401911,rkvqy.wam,12,0,0,514,0.674079,13.4816,ok,514,0.674079,13.4816,ok,1575,1425,Common,false,false,false
2786,26.9378,1099595976248,401910,,11,0,0,515,0.673443,13.4689,ok,515,0.673443,13.4689,ok,1575,1399,Common,false,false,false
2787,26.9378,1099598056896,401911,pepperstake,12,0,0,515,0.673443,13.4689,ok,515,0.673443,13.4689,ok,1575,1425,Common,false,false,false
2788,26.9124,1099595976249,401910,,11,0,0,516,0.672808,13.4562,ok,516,0.672808,13.4562,ok,1575,1399,Common,false,false,false
2789,26.9124,1099598056897,401911,qe.qw.wam,12,0,0,516,0.672808,13.4562,ok,516,0.672808,13.4562,ok,1575,1425,Common,false,false,false
2790,26.887,1099595976250,401910,,11,0,0,517,0.672173,13.4435,ok,517,0.672173,13.4435,ok,1575,1399,Common,false,false,false
2791,26.887,1099598056898,401911,covqy.wam,12,0,0,517,0.672173,13.4435,ok,517,0.672173,13.4435,ok,1575,1425,Common,false,false,false
2792,26.8614,1099595976251,401910,,11,0,0,518,0.671537,13.4307,ok,518,0.671537,13.4307,ok,1575,1399,Common,false,false,false
2793,26.8614,1099598056899,401911,,12,0,0,518,0.671537,13.4307,ok,518,0.671537,13.4307,ok,1575,1425,Common,false,false,false
2794,26.836,1099595976252,401910,,11,0,0,519,0.670902,13.418,ok,519,0.670902,13.418,ok,1575,1399,Common,false,false,false
2795,26.836,1099598056900,401911,gpvay.wam,12,0,0,519,0.670902,13.418,ok,519,0.670902,13.418,ok,1575,1425,Common,false,false,false
2796,26.8106,1099595976253,401910,,11,0,0,520,0.670267,13.4053,ok,520,0.670267,13.4053,ok,1575,1399,Common,false,false,false
2797,26.8106,1099598056901,401911,kvwdy.wam,12,0,0,520,0.670267,13.4053,ok,520,0.670267,13.4053,ok,1575,1425,Common,false,false,false
2798,26.7852,1099595976254,401910,,11,0,0,521,0.669632,13.3926,ok,521,0.669632,13.3926,ok,1575,1399,Common,false,false,false
2799,26.7852,1099598056902,401911,uqgy2.wam,12,0,0,521,0.669632,13.3926,ok,521,0.669632,13.3926,ok,1575,1425,Common,false,false,false
2800,26.7598,1099595976255,401910,,11,0,0,522,0.668996,13.3799,ok,522,0.668996,13.3799,ok,1575,1399,Common,false,false,false
2801,26.7598,1099598056903,401911,,12,0,0,522,0.668996,13.3799,ok,522,0.668996,13.3799,ok,1575,1425,Common,false,false,false
2802,26.7344,1099595976256,401910,,11,0,0,523,0.668361,13.3672,ok,523,0.668361,13.3672,ok,1575,1399,Common,false,false,false
2803,26.7344,1099598056904,401911,4nvqy.wam,12,0,0,523,0.668361,13.3672,ok,523,0.668361,13.3672,ok,1575,1425,Common,false,false,false
2804,26.709,1099595976257,401910,,11,0,0,524,0.667726,13.3545,ok,524,0.667726,13.3545,ok,1575,1399,Common,false,false,false
2805,26.709,1099598056905,401911,,12,0,0,524,0.667726,13.3545,ok,524,0.667726,13.3545,ok,1575,1425,Common,false,false,false
2806,26.6836,1099595976258,401910,,11,0,0,525,0.66709,13.3418,ok,525,0.66709,13.3418,ok,1575,1399,Common,false,false,false
2807,26.6836,1099598056906,401911,,12,0,0,525,0.66709,13.3418,ok,525,0.66709,13.3418,ok,1575,1425,Common,false,false,false
2808,26.6582,1099595976259,401910,,11,0,0,526,0.666455,13.3291,ok,526,0.666455,13.3291,ok,1575,1399,Common,false,false,false
2809,26.6582,1099598056907,401911,,12,0,0,526,0.666455,13.3291,ok,526,0.666455,13.3291,ok,1575,1425,Common,false,false,false
2810,26.6328,1099595976260,401910,,11,0,0,527,0.66582,13.3164,ok,527,0.66582,13.3164,ok,1575,1399,Common,false,false,false
2811,26.6328,1099598056908,401911,iiob2.wam,12,0,0,527,0.66582,13.3164,ok,527,0.66582,13.3164,ok,1575,1425,Common,false,false,false
2812,26.6074,1099595976261,401910,,11,0,0,528,0.665184,13.3037,ok,528,0.665184,13.3037,ok,1575,1399,Common,false,false,false
2813,26.6074,1099598056909,401911,xxuee.wam,12,0,0,528,0.665184,13.3037,ok,528,0.665184,13.3037,ok,1575,1425,Common,false,false,false
2814,26.582,1099595976262,401910,,11,0,0,529,0.664549,13.291,ok,529,0.664549,13.291,ok,1575,1399,Common,false,false,false
2815,26.582,1099598056910,401911,d5lhe.wam,12,0,0,529,0.664549,13.291,ok,529,0.664549,13.291,ok,1575,1425,Common,false,false,false
2816,26.5566,1099595976263,401910,,11,0,0,530,0.663914,13.2783,ok,530,0.663914,13.2783,ok,1575,1399,Common,false,false,false
2817,26.5566,1099598056911,401911,,12,0,0,530,0.663914,13.2783,ok,530,0.663914,13.2783,ok,1575,1425,Common,false,false,false
2818,26.5312,1099595976264,401910,,11,0,0,531,0.663278,13.2656,ok,531,0.663278,13.2656,ok,1575,1399,Common,false,false,false
2819,26.5312,1099598056912,401911,cpowy.wam,12,0,0,531,0.663278,13.2656,ok,531,0.663278,13.2656,ok,1575,1425,Common,false,false,false
2820,26.5058,1099595976265,401910,,11,0,0,532,0.662643,13.2529,ok,532,0.662643,13.2529,ok,1575,1399,Common,false,false,false
2821,26.5058,1099598056913,401911,wnub2.wam,12,0,0,532,0.662643,13.2529,ok,532,0.662643,13.2529,ok,1575,1425,Common,false,false,false
2822,26.4804,1099595976266,401910,,11,0,0,533,0.662008,13.2402,ok,533,0.662008,13.2402,ok,1575,1399,Common,false,false,false
2823,26.4804,1099598056914,401911,iijay.wam,12,0,0,533,0.662008,13.2402,ok,533,0.662008,13.2402,ok,1575,1425,Common,false,false,false
2824,26.4548,1099595976267,401910,,11,0,0,534,0.661372,13.2274,ok,534,0.661372,13.2274,ok,1575,1399,Common,false,false,false
2825,26.4548,1099598056915,401911,,12,0,0,534,0.661372,13.2274,ok,534,0.661372,13.2274,ok,1575,1425,Common,false,false,false
2826,26.4294,1099595976268,401910,,11,0,0,535,0.660737,13.2147,ok,535,0.660737,13.2147,ok,1575,1399,Common,false,false,false
2827,26.4294,1099598056916,401911,,12,0,0,535,0.660737,13.2147,ok,535,0.660737,13.2147,ok,1575,1425,Common,false,false,false
2828,26.404,1099595976269,401910,,11,0,0,536,0.660102,13.202,ok,536,0.660102,13.202,ok,1575,1399,Common,false,false,false
2829,26.404,1099598056917,401911,,12,0,0,536,0.660102,13.202,ok,536,0.660102,13.202,ok,1575,1425,Common,false,false,false
