asset_rank,asset_final_score,asset_id,template_id,owner,template_rank,template_final_score,template_score_component,original_mint_number,original_mint_score,original_mint_score_component,original_mint_status,surviving_mint_rank,surviving_mint_rank_score,surviving_mint_rank_score_component,surviving_mint_rank_status,live_supply,issued_supply,rarity_band,burned,price_used,market_data_used
1019,51.5085,1099821436123,435457,trtni.c.wam,10,46.2675,27.7605,246,0.593698,11.874,ok,246,0.593698,11.874,ok,604,454,Common,false,false,false
1020,51.503,1099932431706,441677,,7,65.8037,39.4822,136,0.300518,6.0104,ok,136,0.300518,6.0104,ok,194,144,Uncommon,false,false,false
1021,51.4457,1099636371481,438904,hhyb4.wam,9,55.0349,33.0209,227,0.460621,9.2124,ok,227,0.460621,9.2124,ok,420,420,Common,false,false,false
1022,51.4421,1099821436124,435457,,10,46.2675,27.7605,247,0.59204,11.8408,ok,247,0.59204,11.8408,ok,604,454,Common,false,false,false
1023,51.3757,1099821436125,435457,,10,46.2675,27.7605,248,0.590381,11.8076,ok,248,0.590381,11.8076,ok,604,454,Common,false,false,false
1024,51.3503,1099636374775,438904,bsyru.wam,9,55.0349,33.0209,228,0.458234,9.1647,ok,228,0.458234,9.1647,ok,420,420,Common,false,false,false
1025,51.3224,1099932431792,445272,bsyru.wam,8,65.7084,39.425,138,0.297436,5.9487,ok,138,0.297436,5.9487,ok,196,146,Uncommon,false,false,false
1026,51.3095,1099821436126,435457,xmzr2.wam,10,46.2675,27.7605,249,0.588723,11.7745,ok,249,0.588723,11.7745,ok,604,454,Common,false,false,false
1027,51.2956,1099937848581,441677,,7,65.8037,39.4822,137,0.295337,5.9067,ok,137,0.295337,5.9067,ok,194,144,Uncommon,false,false,false
1028,51.2613,1099667756763,449935,hottothemoon,6,68.1861,40.9117,107,0.258741,5.1748,ok,107,0.258741,5.1748,ok,144,144,Uncommon,false,false,false
1029,51.2547,1099636379774,438904,,9,55.0349,33.0209,229,0.455847,9.1169,ok,229,0.455847,9.1169,ok,420,420,Common,false,false,false
1030,51.2431,1099821436127,435457,,10,46.2675,27.7605,250,0.587065,11.7413,ok,250,0.587065,11.7413,ok,604,454,Common,false,false,false
1031,51.1767,1099821436128,435457,trtni.c.wam,10,46.2675,27.7605,251,0.585406,11.7081,ok,251,0.585406,11.7081,ok,604,454,Common,false,false,false
1032,51.1593,1099636379967,438904,pepperstake,9,55.0349,33.0209,230,0.453461,9.0692,ok,230,0.453461,9.0692,ok,420,420,Common,false,false,false
1033,51.1205,1099788222389,453934,,5,70.8069,42.4841,70,0.215909,4.3182,ok,70,0.215909,4.3182,ok,89,89,Uncommon,false,false,false
1034,51.1174,1099936450423,445272,pepperstake,8,65.7084,39.425,139,0.292308,5.8462,ok,139,0.292308,5.8462,ok,196,146,Uncommon,false,false,false
1035,51.1105,1099821436129,435457,,10,46.2675,27.7605,252,0.583748,11.675,ok,252,0.583748,11.675,ok,604,454,Common,false,false,false
1036,51.0884,1099937849400,441677,,7,65.8037,39.4822,138,0.290155,5.8031,ok,138,0.290155,5.8031,ok,194,144,Uncommon,false,false,false
1037,51.0639,1099636380682,438904,ynjee.wam,9,55.0349,33.0209,231,0.451074,9.0215,ok,231,0.451074,9.0215,ok,420,420,Common,false,false,false
1038,51.0441,1099821436130,435457,,10,46.2675,27.7605,253,0.58209,11.6418,ok,253,0.58209,11.6418,ok,604,454,Common,false,false,false
1039,50.9817,1099675183184,449935,,6,68.1861,40.9117,108,0.251748,5.035,ok,108,0.251748,5.035,ok,144,144,Uncommon,false,false,false
1040,50.9777,1099821436131,435457,cwzqw.wam,10,46.2675,27.7605,254,0.580431,11.6086,ok,254,0.580431,11.6086,ok,604,454,Common,false,false,false
1041,50.9683,1099636380683,438904,ynjee.wam,9,55.0349,33.0209,232,0.448687,8.9737,ok,232,0.448687,8.9737,ok,420,420,Common,false,false,false
1042,50.9461,1099997876378,458168,yoitscharlie,4,72.6652,43.5991,41,0.183673,3.6735,ok,41,0.183673,3.6735,ok,50,39,Rare,false,false,false
1043,50.9122,1099937848598,445272,,8,65.7084,39.425,140,0.287179,5.7436,ok,140,0.287179,5.7436,ok,196,146,Uncommon,false,false,false
1044,50.9115,1099821436132,435457,,10,46.2675,27.7605,255,0.578773,11.5755,ok,255,0.578773,11.5755,ok,604,454,Common,false,false,false
1045,50.8812,1099937849733,441677,,7,65.8037,39.4822,139,0.284974,5.6995,ok,139,0.284974,5.6995,ok,194,144,Uncommon,false,false,false
1046,50.8729,1099636380684,438904,ynjee.wam,9,55.0349,33.0209,233,0.446301,8.926,ok,233,0.446301,8.926,ok,420,420,Common,false,false,false
1047,50.8451,1099821436133,435457,,10,46.2675,27.7605,256,0.577114,11.5423,ok,256,0.577114,11.5423,ok,604,454,Common,false,false,false
1048,50.7787,1099821436134,435457,,10,46.2675,27.7605,257,0.575456,11.5091,ok,257,0.575456,11.5091,ok,604,454,Common,false,false,false
1049,50.7775,1099636380685,438904,ynjee.wam,9,55.0349,33.0209,234,0.443914,8.8783,ok,234,0.443914,8.8783,ok,420,420,Common,false,false,false
1050,50.7125,1099821436135,435457,,10,46.2675,27.7605,258,0.573798,11.476,ok,258,0.573798,11.476,ok,604,454,Common,false,false,false
1051,50.707,1099937848603,445272,,8,65.7084,39.425,141,0.282051,5.641,ok,141,0.282051,5.641,ok,196,146,Uncommon,false,false,false
1052,50.7019,1099680508494,449935,,6,68.1861,40.9117,109,0.244755,4.8951,ok,109,0.244755,4.8951,ok,144,144,Uncommon,false,false,false
1053,50.6819,1099636381387,438904,,9,55.0349,33.0209,235,0.441527,8.8305,ok,235,0.441527,8.8305,ok,420,420,Common,false,false,false
1054,50.674,1099951264605,441677,pepperstake,7,65.8037,39.4822,140,0.279793,5.5959,ok,140,0.279793,5.5959,ok,194,144,Uncommon,false,false,false
1055,50.6659,1099809649217,453934,,5,70.8069,42.4841,71,0.204545,4.0909,ok,71,0.204545,4.0909,ok,89,89,Uncommon,false,false,false
1056,50.6461,1099821436136,435457,,10,46.2675,27.7605,259,0.572139,11.4428,ok,259,0.572139,11.4428,ok,604,454,Common,false,false,false
1057,50.5865,1099636388753,438904,,9,55.0349,33.0209,236,0.439141,8.7828,ok,236,0.439141,8.7828,ok,420,420,Common,false,false,false
1058,50.5797,1099821436137,435457,,10,46.2675,27.7605,260,0.570481,11.4096,ok,260,0.570481,11.4096,ok,604,454,Common,false,false,false
1059,50.5135,1099821436138,435457,,10,46.2675,27.7605,261,0.568823,11.3765,ok,261,0.568823,11.3765,ok,604,454,Common,false,false,false
1060,50.502,1099937849405,445272,,8,65.7084,39.425,142,0.276923,5.5385,ok,142,0.276923,5.5385,ok,196,146,Uncommon,false,false,false
1061,50.4911,1099636392781,438904,sqeba.wam,9,55.0349,33.0209,237,0.436754,8.7351,ok,237,0.436754,8.7351,ok,420,420,Common,false,false,false
1062,50.4666,1099964564270,441677,pepperstake,7,65.8037,39.4822,141,0.274611,5.4922,ok,141,0.274611,5.4922,ok,194,144,Uncommon,false,false,false
1063,50.4471,1099821436139,435457,q4oia.wam,10,46.2675,27.7605,262,0.567164,11.3433,ok,262,0.567164,11.3433,ok,604,454,Common,false,false,false
1064,50.4221,1099698516616,449935,,6,68.1861,40.9117,110,0.237762,4.7552,ok,110,0.237762,4.7552,ok,144,144,Uncommon,false,false,false
1065,50.3957,1099636407395,438904,ug2r2.wam,9,55.0349,33.0209,238,0.434368,8.6874,ok,238,0.434368,8.6874,ok,420,420,Common,false,false,false
1066,50.3807,1099821436140,435457,,10,46.2675,27.7605,263,0.565506,11.3101,ok,263,0.565506,11.3101,ok,604,454,Common,false,false,false
1067,50.3143,1099821436141,435457,,10,46.2675,27.7605,264,0.563847,11.2769,ok,264,0.563847,11.2769,ok,604,454,Common,false,false,false
1068,50.3001,1099636409793,438904,jltgo.wam,9,55.0349,33.0209,239,0.431981,8.6396,ok,239,0.431981,8.6396,ok,420,420,Common,false,false,false
1069,50.2968,1099937849745,445272,,8,65.7084,39.425,143,0.271795,5.4359,ok,143,0.271795,5.4359,ok,196,146,Uncommon,false,false,false
1070,50.2594,1099973207158,441677,pepperstake,7,65.8037,39.4822,142,0.26943,5.3886,ok,142,0.26943,5.3886,ok,194,144,Uncommon,false,false,false
1071,50.2481,1099821436142,435457,,10,46.2675,27.7605,265,0.562189,11.2438,ok,265,0.562189,11.2438,ok,604,454,Common,false,false,false
1072,50.2113,1099812062167,453934,,5,70.8069,42.4841,72,0.193182,3.8636,ok,72,0.193182,3.8636,ok,89,89,Uncommon,false,false,false
1073,50.2047,1099636411661,438904,pepperstake,9,55.0349,33.0209,240,0.429594,8.5919,ok,240,0.429594,8.5919,ok,420,420,Common,false,false,false
1074,50.1817,1099821436143,435457,,10,46.2675,27.7605,266,0.560531,11.2106,ok,266,0.560531,11.2106,ok,604,454,Common,false,false,false
1075,50.1425,1099705186404,449935,,6,68.1861,40.9117,111,0.230769,4.6154,ok,111,0.230769,4.6154,ok,144,144,Uncommon,false,false,false
1076,50.1297,1099997876379,458168,yoitscharlie,4,72.6652,43.5991,42,0.163265,3.2653,ok,42,0.163265,3.2653,ok,50,39,Rare,false,false,false
1077,50.1153,1099821436144,435457,,10,46.2675,27.7605,267,0.558872,11.1774,ok,267,0.558872,11.1774,ok,604,454,Common,false,false,false
1078,50.1093,1099636411662,438904,pepperstake,9,55.0349,33.0209,241,0.427208,8.5442,ok,241,0.427208,8.5442,ok,420,420,Common,false,false,false
1079,50.0916,1099938948254,445272,pepperstake,8,65.7084,39.425,144,0.266667,5.3333,ok,144,0.266667,5.3333,ok,196,146,Uncommon,false,false,false
1080,50.0522,1099973207159,441677,pepperstake,7,65.8037,39.4822,143,0.264249,5.285,ok,143,0.264249,5.285,ok,194,144,Uncommon,false,false,false
1081,50.0491,1099821436145,435457,,10,46.2675,27.7605,268,0.557214,11.1443,ok,268,0.557214,11.1443,ok,604,454,Common,false,false,false
1082,50.0137,1099636412360,438904,,9,55.0349,33.0209,242,0.424821,8.4964,ok,242,0.424821,8.4964,ok,420,420,Common,false,false,false
1083,49.9827,1099821436146,435457,,10,46.2675,27.7605,269,0.555556,11.1111,ok,269,0.555556,11.1111,ok,604,454,Common,false,false,false
1084,49.9183,1099636412361,438904,,9,55.0349,33.0209,243,0.422434,8.4487,ok,243,0.422434,8.4487,ok,420,420,Common,false,false,false
1085,49.9163,1099821436147,435457,,10,46.2675,27.7605,270,0.553897,11.0779,ok,270,0.553897,11.0779,ok,604,454,Common,false,false,false
1086,49.8866,1099951264547,445272,pepperstake,8,65.7084,39.425,145,0.261538,5.2308,ok,145,0.261538,5.2308,ok,196,146,Uncommon,false,false,false
1087,49.8627,1099706974719,449935,,6,68.1861,40.9117,112,0.223776,4.4755,ok,112,0.223776,4.4755,ok,144,144,Uncommon,false,false,false
1088,49.8501,1099833514259,435457,,10,46.2675,27.7605,271,0.552239,11.0448,ok,271,0.552239,11.0448,ok,604,454,Common,false,false,false
1089,49.8448,1099973207160,441677,i5d52.c.wam,7,65.8037,39.4822,144,0.259067,5.1813,ok,144,0.259067,5.1813,ok,194,144,Uncommon,false,false,false
1090,49.8229,1099636412362,438904,q4oia.wam,9,55.0349,33.0209,244,0.420048,8.401,ok,244,0.420048,8.401,ok,420,420,Common,false,false,false
1091,49.7837,1099833514260,435457,cwzqw.wam,10,46.2675,27.7605,272,0.55058,11.0116,ok,272,0.55058,11.0116,ok,604,454,Common,false,false,false
1092,49.7569,1099812097702,453934,fs1r2.wam,5,70.8069,42.4841,73,0.181818,3.6364,ok,73,0.181818,3.6364,ok,89,89,Uncommon,false,false,false
1093,49.7273,1099636412363,438904,e4vmq.c.wam,9,55.0349,33.0209,245,0.417661,8.3532,ok,245,0.417661,8.3532,ok,420,420,Common,false,false,false
1094,49.7173,1099833514261,435457,bsyru.wam,10,46.2675,27.7605,273,0.548922,10.9784,ok,273,0.548922,10.9784,ok,604,454,Common,false,false,false
1095,49.6814,1099971429848,445272,pepperstake,8,65.7084,39.425,146,0.25641,5.1282,ok,146,0.25641,5.1282,ok,196,146,Uncommon,false,false,false
1096,49.6511,1099833514262,435457,,10,46.2675,27.7605,274,0.547264,10.9453,ok,274,0.547264,10.9453,ok,604,454,Common,false,false,false
1097,49.6376,1099997874216,441677,yoitscharlie,7,65.8037,39.4822,145,0.253886,5.0777,ok,145,0.253886,5.0777,ok,194,144,Uncommon,false,false,false
1098,49.6319,1099636412364,438904,,9,55.0349,33.0209,246,0.415274,8.3055,ok,246,0.415274,8.3055,ok,420,420,Common,false,false,false
1099,49.5847,1099833514263,435457,pepperstake,10,46.2675,27.7605,275,0.545605,10.9121,ok,275,0.545605,10.9121,ok,604,454,Common,false,false,false
1100,49.5831,1099706974720,449935,,6,68.1861,40.9117,113,0.216783,4.3357,ok,113,0.216783,4.3357,ok,144,144,Uncommon,false,false,false
1101,49.5365,1099636414868,438904,pepperstake,9,55.0349,33.0209,247,0.412888,8.2578,ok,247,0.412888,8.2578,ok,420,420,Common,false,false,false
1102,49.5183,1099833514264,435457,,10,46.2675,27.7605,276,0.543947,10.8789,ok,276,0.543947,10.8789,ok,604,454,Common,false,false,false
1103,49.4762,1099997875972,445272,yoitscharlie,8,65.7084,39.425,147,0.251282,5.0256,ok,147,0.251282,5.0256,ok,196,146,Uncommon,false,false,false
1104,49.4521,1099833514265,435457,.2yna.c.wam,10,46.2675,27.7605,277,0.542289,10.8458,ok,277,0.542289,10.8458,ok,604,454,Common,false,false,false
1105,49.4409,1099636414869,438904,pepperstake,9,55.0349,33.0209,248,0.410501,8.21,ok,248,0.410501,8.21,ok,420,420,Common,false,false,false
1106,49.4304,1099997874217,441677,yoitscharlie,7,65.8037,39.4822,146,0.248705,4.9741,ok,146,0.248705,4.9741,ok,194,144,Uncommon,false,false,false
1107,49.3857,1099833514266,435457,,10,46.2675,27.7605,278,0.54063,10.8126,ok,278,0.54063,10.8126,ok,604,454,Common,false,false,false
1108,49.3455,1099636414870,438904,zfmqw.wam,9,55.0349,33.0209,249,0.408115,8.1623,ok,249,0.408115,8.1623,ok,420,420,Common,false,false,false
1109,49.3193,1099833514267,435457,,10,46.2675,27.7605,279,0.538972,10.7794,ok,279,0.538972,10.7794,ok,604,454,Common,false,false,false
1110,49.3133,1099997876380,458168,yoitscharlie,4,72.6652,43.5991,43,0.142857,2.8571,ok,43,0.142857,2.8571,ok,50,39,Rare,false,false,false
1111,49.3033,1099711179070,449935,,6,68.1861,40.9117,114,0.20979,4.1958,ok,114,0.20979,4.1958,ok,144,144,Uncommon,false,false,false
1112,49.3023,1099812097703,453934,,5,70.8069,42.4841,74,0.170455,3.4091,ok,74,0.170455,3.4091,ok,89,89,Uncommon,false,false,false
1113,49.2712,1099997875973,445272,yoitscharlie,8,65.7084,39.425,148,0.246154,4.9231,ok,148,0.246154,4.9231,ok,196,146,Uncommon,false,false,false
1114,49.2531,1099833514268,435457,,10,46.2675,27.7605,280,0.537313,10.7463,ok,280,0.537313,10.7463,ok,604,454,Common,false,false,false
1115,49.2501,1099636414871,438904,,9,55.0349,33.0209,250,0.405728,8.1146,ok,250,0.405728,8.1146,ok,420,420,Common,false,false,false
1116,49.2232,1099997874218,441677,yoitscharlie,7,65.8037,39.4822,147,0.243523,4.8705,ok,147,0.243523,4.8705,ok,194,144,Uncommon,false,false,false
1117,49.1867,1099833514269,435457,bsyru.wam,10,46.2675,27.7605,281,0.535655,10.7131,ok,281,0.535655,10.7131,ok,604,454,Common,false,false,false
1118,49.1545,1099636414872,438904,,9,55.0349,33.0209,251,0.403341,8.0668,ok,251,0.403341,8.0668,ok,420,420,Common,false,false,false
1119,49.1203,1099833514270,435457,q4oia.wam,10,46.2675,27.7605,282,0.533997,10.6799,ok,282,0.533997,10.6799,ok,604,454,Common,false,false,false
1120,49.066,1099997875974,445272,yoitscharlie,8,65.7084,39.425,149,0.241026,4.8205,ok,149,0.241026,4.8205,ok,196,146,Uncommon,false,false,false
1121,49.0591,1099636414873,438904,dctku.c.wam,9,55.0349,33.0209,252,0.400955,8.0191,ok,252,0.400955,8.0191,ok,420,420,Common,false,false,false
1122,49.0541,1099833514271,435457,,10,46.2675,27.7605,283,0.532338,10.6468,ok,283,0.532338,10.6468,ok,604,454,Common,false,false,false
1123,49.0235,1099711179071,449935,pepperstake,6,68.1861,40.9117,115,0.202797,4.0559,ok,115,0.202797,4.0559,ok,144,144,Uncommon,false,false,false
1124,49.0158,1099997874219,441677,yoitscharlie,7,65.8037,39.4822,148,0.238342,4.7668,ok,148,0.238342,4.7668,ok,194,144,Uncommon,false,false,false
1125,48.9877,1099833514272,435457,ijqrk.wam,10,46.2675,27.7605,284,0.53068,10.6136,ok,284,0.53068,10.6136,ok,604,454,Common,false,false,false
1126,48.9637,1099636416957,438904,yzdau.wam,9,55.0349,33.0209,253,0.398568,7.9714,ok,253,0.398568,7.9714,ok,420,420,Common,false,false,false
1127,48.9213,1099833514273,435457,ineek.wam,10,46.2675,27.7605,285,0.529022,10.5804,ok,285,0.529022,10.5804,ok,604,454,Common,false,false,false
1128,48.8681,1099636421512,438904,ybvb.wam,9,55.0349,33.0209,254,0.396181,7.9236,ok,254,0.396181,7.9236,ok,420,420,Common,false,false,false
1129,48.8608,1099997875975,445272,yoitscharlie,8,65.7084,39.425,150,0.235897,4.7179,ok,150,0.235897,4.7179,ok,196,146,Uncommon,false,false,false
1130,48.8551,1099833514274,435457,ijqrk.wam,10,46.2675,27.7605,286,0.527363,10.5473,ok,286,0.527363,10.5473,ok,604,454,Common,false,false,false
1131,48.8477,1099812097704,453934,,5,70.8069,42.4841,75,0.159091,3.1818,ok,75,0.159091,3.1818,ok,89,89,Uncommon,false,false,false
1132,48.8086,1099997874220,441677,yoitscharlie,7,65.8037,39.4822,149,0.233161,4.6632,ok,149,0.233161,4.6632,ok,194,144,Uncommon,false,false,false
1133,48.7887,1099833514275,435457,itbqy.wam,10,46.2675,27.7605,287,0.525705,10.5141,ok,287,0.525705,10.5141,ok,604,454,Common,false,false,false
1134,48.7727,1099636423852,438904,,9,55.0349,33.0209,255,0.393795,7.8759,ok,255,0.393795,7.8759,ok,420,420,Common,false,false,false
1135,48.7439,1099805665282,449935,aryw4.wam,6,68.1861,40.9117,116,0.195804,3.9161,ok,116,0.195804,3.9161,ok,144,144,Uncommon,false,false,false
1136,48.7223,1099833514276,435457,jycgm.wam,10,46.2675,27.7605,288,0.524046,10.4809,ok,288,0.524046,10.4809,ok,604,454,Common,false,false,false
1137,48.6773,1099636424599,438904,pepperstake,9,55.0349,33.0209,256,0.391408,7.8282,ok,256,0.391408,7.8282,ok,420,420,Common,false,false,false
1138,48.6561,1099833514277,435457,q4oia.wam,10,46.2675,27.7605,289,0.522388,10.4478,ok,289,0.522388,10.4478,ok,604,454,Common,false,false,false
1139,48.6558,1099997875976,445272,yoitscharlie,8,65.7084,39.425,151,0.230769,4.6154,ok,151,0.230769,4.6154,ok,196,146,Uncommon,false,false,false
1140,48.6014,1099997874221,441677,yoitscharlie,7,65.8037,39.4822,150,0.227979,4.5596,ok,150,0.227979,4.5596,ok,194,144,Uncommon,false,false,false
1141,48.5897,1099833514278,435457,wu2xg.wam,10,46.2675,27.7605,290,0.52073,10.4146,ok,290,0.52073,10.4146,ok,604,454,Common,false,false,false
1142,48.5817,1099636425838,438904,5rm2i.c.wam,9,55.0349,33.0209,257,0.389021,7.7804,ok,257,0.389021,7.7804,ok,420,420,Common,false,false,false
1143,48.5233,1099833514279,435457,,10,46.2675,27.7605,291,0.519071,10.3814,ok,291,0.519071,10.3814,ok,604,454,Common,false,false,false
1144,48.4971,1099997876381,458168,yoitscharlie,4,72.6652,43.5991,44,0.122449,2.449,ok,44,0.122449,2.449,ok,50,39,Rare,false,false,false
1145,48.4863,1099636426301,438904,,9,55.0349,33.0209,258,0.386635,7.7327,ok,258,0.386635,7.7327,ok,420,420,Common,false,false,false
1146,48.4641,1099805697935,449935,h.c2o.c.wam,6,68.1861,40.9117,117,0.188811,3.7762,ok,117,0.188811,3.7762,ok,144,144,Uncommon,false,false,false
1147,48.4571,1099833514280,435457,,10,46.2675,27.7605,292,0.517413,10.3483,ok,292,0.517413,10.3483,ok,604,454,Common,false,false,false
1148,48.4506,1099997875977,445272,yoitscharlie,8,65.7084,39.425,152,0.225641,4.5128,ok,152,0.225641,4.5128,ok,196,146,Uncommon,false,false,false
1149,48.3942,1099997874222,441677,yoitscharlie,7,65.8037,39.4822,151,0.222798,4.456,ok,151,0.222798,4.456,ok,194,144,Uncommon,false,false,false
1150,48.3931,1099815082341,453934,,5,70.8069,42.4841,76,0.147727,2.9545,ok,76,0.147727,2.9545,ok,89,89,Uncommon,false,false,false
1151,48.3909,1099636426302,438904,bsyru.wam,9,55.0349,33.0209,259,0.384248,7.685,ok,259,0.384248,7.685,ok,420,420,Common,false,false,false
1152,48.3907,1099833514281,435457,,10,46.2675,27.7605,293,0.515755,10.3151,ok,293,0.515755,10.3151,ok,604,454,Common,false,false,false
1153,48.3243,1099833514282,435457,,10,46.2675,27.7605,294,0.514096,10.2819,ok,294,0.514096,10.2819,ok,604,454,Common,false,false,false
1154,48.2953,1099636426303,438904,bsyru.wam,9,55.0349,33.0209,260,0.381862,7.6372,ok,260,0.381862,7.6372,ok,420,420,Common,false,false,false
1155,48.2581,1099833514283,435457,pepperstake,10,46.2675,27.7605,295,0.512438,10.2488,ok,295,0.512438,10.2488,ok,604,454,Common,false,false,false
1156,48.2456,1099997875978,445272,yoitscharlie,8,65.7084,39.425,153,0.220513,4.4103,ok,153,0.220513,4.4103,ok,196,146,Uncommon,false,false,false
1157,48.1999,1099636429397,438904,neftyblocksd,9,55.0349,33.0209,261,0.379475,7.5895,ok,261,0.379475,7.5895,ok,420,420,Common,false,false,false
1158,48.1917,1099833514284,435457,q4oia.wam,10,46.2675,27.7605,296,0.510779,10.2156,ok,296,0.510779,10.2156,ok,604,454,Common,false,false,false
1159,48.1868,1099997874223,441677,yoitscharlie,7,65.8037,39.4822,152,0.217617,4.3523,ok,152,0.217617,4.3523,ok,194,144,Uncommon,false,false,false
1160,48.1845,1099805697936,449935,h.c2o.c.wam,6,68.1861,40.9117,118,0.181818,3.6364,ok,118,0.181818,3.6364,ok,144,144,Uncommon,false,false,false
1161,48.1253,1099833514285,435457,dd3j.wam,10,46.2675,27.7605,297,0.509121,10.1824,ok,297,0.509121,10.1824,ok,604,454,Common,false,false,false
1162,48.1045,1099636429398,438904,newyork.gm,9,55.0349,33.0209,262,0.377088,7.5418,ok,262,0.377088,7.5418,ok,420,420,Common,false,false,false
1163,48.0591,1099833514286,435457,bsyru.wam,10,46.2675,27.7605,298,0.507463,10.1493,ok,298,0.507463,10.1493,ok,604,454,Common,false,false,false
1164,48.0404,1099997875979,445272,yoitscharlie,8,65.7084,39.425,154,0.215385,4.3077,ok,154,0.215385,4.3077,ok,196,146,Uncommon,false,false,false
1165,48.0089,1099636429399,438904,newyork.gm,9,55.0349,33.0209,263,0.374702,7.494,ok,263,0.374702,7.494,ok,420,420,Common,false,false,false
1166,47.9927,1099833514287,435457,itbqy.wam,10,46.2675,27.7605,299,0.505804,10.1161,ok,299,0.505804,10.1161,ok,604,454,Common,false,false,false
1167,47.9796,1099997874224,441677,yoitscharlie,7,65.8037,39.4822,153,0.212435,4.2487,ok,153,0.212435,4.2487,ok,194,144,Uncommon,false,false,false
1168,47.9387,1099818926522,453934,,5,70.8069,42.4841,77,0.136364,2.7273,ok,77,0.136364,2.7273,ok,89,89,Uncommon,false,false,false
1169,47.9263,1099833514288,435457,q4oia.wam,10,46.2675,27.7605,300,0.504146,10.0829,ok,300,0.504146,10.0829,ok,604,454,Common,false,false,false
1170,47.9135,1099636429400,438904,newyork.gm,9,55.0349,33.0209,264,0.372315,7.4463,ok,264,0.372315,7.4463,ok,420,420,Common,false,false,false
1171,47.9047,1099805697937,449935,h.c2o.c.wam,6,68.1861,40.9117,119,0.174825,3.4965,ok,119,0.174825,3.4965,ok,144,144,Uncommon,false,false,false
1172,47.8601,1099833514289,435457,,10,46.2675,27.7605,301,0.502488,10.0498,ok,301,0.502488,10.0498,ok,604,454,Common,false,false,false
1173,47.8352,1099997875980,445272,yoitscharlie,8,65.7084,39.425,155,0.210256,4.2051,ok,155,0.210256,4.2051,ok,196,146,Uncommon,false,false,false
1174,47.8181,1099636429401,438904,newyork.gm,9,55.0349,33.0209,265,0.369928,7.3986,ok,265,0.369928,7.3986,ok,420,420,Common,false,false,false
1175,47.7937,1099833514290,435457,ijqrk.wam,10,46.2675,27.7605,302,0.500829,10.0166,ok,302,0.500829,10.0166,ok,604,454,Common,false,false,false
1176,47.7724,1099997874225,441677,yoitscharlie,7,65.8037,39.4822,154,0.207254,4.1451,ok,154,0.207254,4.1451,ok,194,144,Uncommon,false,false,false
1177,47.7273,1099833514291,435457,wu2xg.wam,10,46.2675,27.7605,303,0.499171,9.9834,ok,303,0.499171,9.9834,ok,604,454,Common,false,false,false
1178,47.7225,1099636429402,438904,newyork.gm,9,55.0349,33.0209,266,0.367542,7.3508,ok,266,0.367542,7.3508,ok,420,420,Common,false,false,false
1179,47.6807,1099997876382,458168,yoitscharlie,4,72.6652,43.5991,45,0.102041,2.0408,ok,45,0.102041,2.0408,ok,50,39,Rare,false,false,false
1180,47.6609,1099833514292,435457,q4oia.wam,10,46.2675,27.7605,304,0.497512,9.9502,ok,304,0.497512,9.9502,ok,604,454,Common,false,false,false
1181,47.6302,1099997875981,445272,yoitscharlie,8,65.7084,39.425,156,0.205128,4.1026,ok,156,0.205128,4.1026,ok,196,146,Uncommon,false,false,false
1182,47.6271,1099636429403,438904,newyork.gm,9,55.0349,33.0209,267,0.365155,7.3031,ok,267,0.365155,7.3031,ok,420,420,Common,false,false,false
1183,47.6249,1099805697938,449935,h.c2o.c.wam,6,68.1861,40.9117,120,0.167832,3.3566,ok,120,0.167832,3.3566,ok,144,144,Uncommon,false,false,false
1184,47.5947,1099833514293,435457,pepperstake,10,46.2675,27.7605,305,0.495854,9.9171,ok,305,0.495854,9.9171,ok,604,454,Common,false,false,false
1185,47.5652,1099997874226,441677,yoitscharlie,7,65.8037,39.4822,155,0.202073,4.0415,ok,155,0.202073,4.0415,ok,194,144,Uncommon,false,false,false
1186,47.5317,1099636429404,438904,,9,55.0349,33.0209,268,0.362768,7.2554,ok,268,0.362768,7.2554,ok,420,420,Common,false,false,false
1187,47.5283,1099833514294,435457,q4oia.wam,10,46.2675,27.7605,306,0.494196,9.8839,ok,306,0.494196,9.8839,ok,604,454,Common,false,false,false
1188,47.4841,1099819067610,453934,,5,70.8069,42.4841,78,0.125,2.5,ok,78,0.125,2.5,ok,89,89,Uncommon,false,false,false
1189,47.4619,1099833514295,435457,ineek.wam,10,46.2675,27.7605,307,0.492537,9.8507,ok,307,0.492537,9.8507,ok,604,454,Common,false,false,false
1190,47.4361,1099636429405,438904,,9,55.0349,33.0209,269,0.360382,7.2076,ok,269,0.360382,7.2076,ok,420,420,Common,false,false,false
1191,47.425,1099997875982,445272,yoitscharlie,8,65.7084,39.425,157,0.2,4,ok,157,0.2,4,ok,196,146,Uncommon,false,false,false
1192,47.3957,1099833514296,435457,,10,46.2675,27.7605,308,0.490879,9.8176,ok,308,0.490879,9.8176,ok,604,454,Common,false,false,false
1193,47.3578,1099997874227,441677,yoitscharlie,7,65.8037,39.4822,156,0.196891,3.9378,ok,156,0.196891,3.9378,ok,194,144,Uncommon,false,false,false
1194,47.3453,1099805697939,449935,h.c2o.c.wam,6,68.1861,40.9117,121,0.160839,3.2168,ok,121,0.160839,3.2168,ok,144,144,Uncommon,false,false,false
1195,47.3407,1099636429406,438904,neftyblocksd,9,55.0349,33.0209,270,0.357995,7.1599,ok,270,0.357995,7.1599,ok,420,420,Common,false,false,false
