asset_rank,asset_final_score,asset_id,template_id,original_mint_number,surviving_mint_rank,template_final_score
981,49.1339,1099636407395,438904,238,238,52.9319
982,49.0624,1099931219656,458168,34,34,72.9986
983,49.0511,1099821436123,435457,246,246,51.1412
984,49.0383,1099636409793,438904,239,239,52.9319
985,49.0373,1099812097703,453934,74,74,70.3652
986,48.9697,1099815241840,445272,115,115,67.3631
987,48.9629,1099821436124,435457,247,247,51.1412
988,48.9429,1099636411661,438904,240,240,52.9319
989,48.8745,1099821436125,435457,248,248,51.1412
990,48.8726,1099711179070,449935,114,114,67.4684
991,48.8726,1099872056830,441677,114,114,67.4684
992,48.8475,1099636411662,438904,241,241,52.9319
993,48.7863,1099821436126,435457,249,249,51.1412
994,48.7519,1099636412360,438904,242,242,52.9319
995,48.6979,1099821436127,435457,250,250,51.1412
996,48.6937,1099815244632,445272,116,116,67.3631
997,48.6565,1099636412361,438904,243,243,52.9319
998,48.6097,1099821436128,435457,251,251,51.1412
999,48.5928,1099711179071,449935,115,115,67.4684
1000,48.5928,1099872056831,441677,115,115,67.4684
1001,48.5827,1099812097704,453934,75,75,70.3652
1002,48.5611,1099636412362,438904,244,244,52.9319
1003,48.5213,1099821436129,435457,252,252,51.1412
1004,48.4655,1099636412363,438904,245,245,52.9319
1005,48.4331,1099821436130,435457,253,253,51.1412
1006,48.4179,1099819067866,445272,117,117,67.3631
1007,48.3701,1099636412364,438904,246,246,52.9319
1008,48.3447,1099821436131,435457,254,254,51.1412
1009,48.3132,1099805665282,449935,116,116,67.4684
1010,48.3132,1099872056832,441677,116,116,67.4684
1011,48.2747,1099636414868,438904,247,247,52.9319
1012,48.2565,1099821436132,435457,255,255,51.1412
1013,48.1791,1099636414869,438904,248,248,52.9319
1014,48.1681,1099821436133,435457,256,256,51.1412
1015,48.1421,1099825711436,445272,118,118,67.3631
1016,48.1281,1099815082341,453934,76,76,70.3652
1017,48.0837,1099636414870,438904,249,249,52.9319
1018,48.0799,1099821436134,435457,257,257,51.1412
1019,48.0334,1099805697935,449935,117,117,67.4684
1020,48.0334,1099872056833,441677,117,117,67.4684
1021,48.0098,1099931219657,458168,35,35,72.9986
1022,47.9915,1099821436135,435457,258,258,51.1412
1023,47.9883,1099636414871,438904,250,250,52.9319
1024,47.9033,1099821436136,435457,259,259,51.1412
1025,47.8927,1099636414872,438904,251,251,52.9319
1026,47.8661,1099832946207,445272,119,119,67.3631
1027,47.8149,1099821436137,435457,260,260,51.1412
1028,47.7973,1099636414873,438904,252,252,52.9319
1029,47.7538,1099805697936,449935,118,118,67.4684
1030,47.7538,1099872056834,441677,118,118,67.4684
1031,47.7267,1099821436138,435457,261,261,51.1412
1032,47.7019,1099636416957,438904,253,253,52.9319
1033,47.6737,1099818926522,453934,77,77,70.3652
1034,47.6383,1099821436139,435457,262,262,51.1412
1035,47.6063,1099636421512,438904,254,254,52.9319
1036,47.5903,1099925434408,445272,120,120,67.3631
1037,47.5501,1099821436140,435457,263,263,51.1412
1038,47.5109,1099636423852,438904,255,255,52.9319
1039,47.474,1099805697937,449935,119,119,67.4684
1040,47.474,1099925434388,441677,119,119,67.4684
1041,47.4617,1099821436141,435457,264,264,51.1412
1042,47.4155,1099636424599,438904,256,256,52.9319
1043,47.3735,1099821436142,435457,265,265,51.1412
1044,47.3199,1099636425838,438904,257,257,52.9319
1045,47.3145,1099925434417,445272,121,121,67.3631
1046,47.2851,1099821436143,435457,266,266,51.1412
1047,47.2245,1099636426301,438904,258,258,52.9319
1048,47.2191,1099819067610,453934,78,78,70.3652
1049,47.1969,1099821436144,435457,267,267,51.1412
1050,47.1942,1099805697938,449935,120,120,67.4684
1051,47.1942,1099925434399,441677,120,120,67.4684
1052,47.1291,1099636426302,438904,259,259,52.9319
1053,47.1085,1099821436145,435457,268,268,51.1412
1054,47.0385,1099925434445,445272,122,122,67.3631
1055,47.0335,1099636426303,438904,260,260,52.9319
1056,47.0203,1099821436146,435457,269,269,51.1412
1057,46.957,1099936450523,458168,36,36,72.9986
1058,46.9381,1099636429397,438904,261,261,52.9319
1059,46.9319,1099821436147,435457,270,270,51.1412
1060,46.9146,1099805697939,449935,121,121,67.4684
1061,46.9146,1099925434909,441677,121,121,67.4684
1062,46.8437,1099833514259,435457,271,271,51.1412
1063,46.8427,1099636429398,438904,262,262,52.9319
1064,46.7645,1099819104851,453934,79,79,70.3652
1065,46.7627,1099925434459,445272,123,123,67.3631
1066,46.7553,1099833514260,435457,272,272,51.1412
1067,46.7471,1099636429399,438904,263,263,52.9319
1068,46.6671,1099833514261,435457,273,273,51.1412
1069,46.6517,1099636429400,438904,264,264,52.9319
1070,46.6348,1099805699287,449935,122,122,67.4684
1071,46.6348,1099925434915,441677,122,122,67.4684
1072,46.5787,1099833514262,435457,274,274,51.1412
1073,46.5563,1099636429401,438904,265,265,52.9319
1074,46.4905,1099833514263,435457,275,275,51.1412
1075,46.4869,1099925434936,445272,124,124,67.3631
1076,46.4607,1099636429402,438904,266,266,52.9319
1077,46.4021,1099833514264,435457,276,276,51.1412
1078,46.3653,1099636429403,438904,267,267,52.9319
1079,46.3552,1099805699288,449935,123,123,67.4684
1080,46.3552,1099925497712,441677,123,123,67.4684
1081,46.3139,1099833514265,435457,277,277,51.1412
1082,46.3101,1099819526032,453934,80,80,70.3652
1083,46.2699,1099636429404,438904,268,268,52.9319
1084,46.2255,1099833514266,435457,278,278,51.1412
1085,46.2111,1099925434938,445272,125,125,67.3631
1086,46.1743,1099636429405,438904,269,269,52.9319
1087,46.1373,1099833514267,435457,279,279,51.1412
1088,46.0789,1099636429406,438904,270,270,52.9319
1089,46.0754,1099805699289,449935,124,124,67.4684
1090,46.0754,1099925497742,441677,124,124,67.4684
1091,46.0489,1099833514268,435457,280,280,51.1412
1092,45.9835,1099636429407,438904,271,271,52.9319
1093,45.9607,1099833514269,435457,281,281,51.1412
1094,45.9351,1099925497714,445272,126,126,67.3631
1095,45.9044,1099938801731,458168,37,37,72.9986
1096,45.8879,1099636429408,438904,272,272,52.9319
1097,45.8723,1099833514270,435457,282,282,51.1412
1098,45.8555,1099825711399,453934,81,81,70.3652
1099,45.7956,1099805699290,449935,125,125,67.4684
1100,45.7956,1099926138621,441677,125,125,67.4684
1101,45.7925,1099636429409,438904,273,273,52.9319
1102,45.7841,1099833514271,435457,283,283,51.1412
1103,45.6971,1099636429410,438904,274,274,52.9319
1104,45.6957,1099833514272,435457,284,284,51.1412
1105,45.6593,1099925497747,445272,127,127,67.3631
1106,45.6075,1099833514273,435457,285,285,51.1412
1107,45.6015,1099636429411,438904,275,275,52.9319
1108,45.5191,1099833514274,435457,286,286,51.1412
1109,45.516,1099805699291,449935,126,126,67.4684
1110,45.516,1099926141151,441677,126,126,67.4684
1111,45.5061,1099636429412,438904,276,276,52.9319
1112,45.4309,1099833514275,435457,287,287,51.1412
1113,45.4107,1099636429413,438904,277,277,52.9319
1114,45.4009,1099872086425,453934,82,82,70.3652
1115,45.3835,1099926138627,445272,128,128,67.3631
1116,45.3425,1099833514276,435457,288,288,51.1412
1117,45.3151,1099636429414,438904,278,278,52.9319
1118,45.2543,1099833514277,435457,289,289,51.1412
1119,45.2362,1099805751427,449935,127,127,67.4684
1120,45.2362,1099931219513,441677,127,127,67.4684
1121,45.2197,1099636429415,438904,279,279,52.9319
1122,45.1659,1099833514278,435457,290,290,51.1412
1123,45.1243,1099636429416,438904,280,280,52.9319
1124,45.1075,1099931219527,445272,129,129,67.3631
1125,45.0777,1099833514279,435457,291,291,51.1412
1126,45.0287,1099636429425,438904,281,281,52.9319
1127,44.9893,1099833514280,435457,292,292,51.1412
1128,44.9566,1099805751428,449935,128,128,67.4684
1129,44.9566,1099931219514,441677,128,128,67.4684
1130,44.9463,1099925434577,453934,83,83,70.3652
1131,44.9333,1099636430138,438904,282,282,52.9319
1132,44.9011,1099833514281,435457,293,293,51.1412
1133,44.8518,1099939338495,458168,38,38,72.9986
1134,44.8379,1099636433526,438904,283,283,52.9319
1135,44.8317,1099931219528,445272,130,130,67.3631
1136,44.8127,1099833514282,435457,294,294,51.1412
1137,44.7423,1099636433824,438904,284,284,52.9319
1138,44.7245,1099833514283,435457,295,295,51.1412
1139,44.6768,1099805985474,449935,129,129,67.4684
1140,44.6768,1099931219515,441677,129,129,67.4684
1141,44.6469,1099636441439,438904,285,285,52.9319
1142,44.6361,1099833514284,435457,296,296,51.1412
1143,44.5559,1099931219529,445272,131,131,67.3631
1144,44.5515,1099636441440,438904,286,286,52.9319
1145,44.5479,1099833514285,435457,297,297,51.1412
1146,44.4919,1099925434581,453934,84,84,70.3652
1147,44.4595,1099833514286,435457,298,298,51.1412
1148,44.4559,1099636441441,438904,287,287,52.9319
1149,44.397,1099805985518,449935,130,130,67.4684
1150,44.397,1099931219516,441677,130,130,67.4684
1151,44.3713,1099833514287,435457,299,299,51.1412
1152,44.3605,1099636445387,438904,288,288,52.9319
1153,44.2829,1099833514288,435457,300,300,51.1412
1154,44.2799,1099931219530,445272,132,132,67.3631
1155,44.2651,1099636445388,438904,289,289,52.9319
1156,44.1947,1099833514289,435457,301,301,51.1412
1157,44.1697,1099636445389,438904,290,290,52.9319
1158,44.1174,1099806039910,449935,131,131,67.4684
1159,44.1174,1099931219517,441677,131,131,67.4684
1160,44.1063,1099833514290,435457,302,302,51.1412
1161,44.0741,1099636445682,438904,291,291,52.9319
1162,44.0373,1099925497723,453934,85,85,70.3652
1163,44.0181,1099833514291,435457,303,303,51.1412
1164,44.0041,1099931219531,445272,133,133,67.3631
1165,43.9787,1099636445683,438904,292,292,52.9319
1166,43.9297,1099833514292,435457,304,304,51.1412
1167,43.8833,1099636445684,438904,293,293,52.9319
1168,43.8415,1099833514293,435457,305,305,51.1412
1169,43.8376,1099806045632,449935,132,132,67.4684
1170,43.8376,1099931405736,441677,132,132,67.4684
1171,43.7992,1099951264545,458168,39,39,72.9986
1172,43.7877,1099636457194,438904,294,294,52.9319
1173,43.7531,1099833514294,435457,306,306,51.1412
1174,43.7283,1099931246030,445272,134,134,67.3631
1175,43.6923,1099636457195,438904,295,295,52.9319
1176,43.6649,1099833514295,435457,307,307,51.1412
1177,43.5969,1099636457196,438904,296,296,52.9319
1178,43.5827,1099925497792,453934,86,86,70.3652
1179,43.5765,1099833514296,435457,308,308,51.1412
1180,43.558,1099812097780,449935,133,133,67.4684
1181,43.558,1099931405862,441677,133,133,67.4684
1182,43.5013,1099636457197,438904,297,297,52.9319
1183,43.4883,1099833514297,435457,309,309,51.1412
1184,43.4523,1099931406138,445272,135,135,67.3631
1185,43.4059,1099636457198,438904,298,298,52.9319
1186,43.3999,1099833514298,435457,310,310,51.1412
1187,43.3117,1099833514299,435457,311,311,51.1412
1188,43.3105,1099636458498,438904,299,299,52.9319
1189,43.2782,1099812097781,449935,134,134,67.4684
1190,43.2782,1099932303466,441677,134,134,67.4684
1191,43.2233,1099833514300,435457,312,312,51.1412
1192,43.2149,1099636463787,438904,300,300,52.9319
1193,43.1765,1099931691683,445272,136,136,67.3631
1194,43.1351,1099833514301,435457,313,313,51.1412
1195,43.1281,1099931219594,453934,87,87,70.3652
1196,43.1195,1099636463788,438904,301,301,52.9319
1197,43.0467,1099833514302,435457,314,314,51.1412
1198,43.0241,1099636463789,438904,302,302,52.9319
1199,42.9984,1099812449382,449935,135,135,67.4684
1200,42.9984,1099932385282,441677,135,135,67.4684
1201,42.9585,1099833514303,435457,315,315,51.1412
1202,42.9285,1099636469034,438904,303,303,52.9319
1203,42.9007,1099932303480,445272,137,137,67.3631
1204,42.8701,1099833514304,435457,316,316,51.1412
1205,42.8331,1099636469035,438904,304,304,52.9319
1206,42.7819,1099833514305,435457,317,317,51.1412
1207,42.7377,1099636469036,438904,305,305,52.9319
1208,42.7188,1099812452240,449935,136,136,67.4684
1209,42.7188,1099932431706,441677,136,136,67.4684
1210,42.6935,1099833514306,435457,318,318,51.1412
1211,42.6737,1099931219595,453934,88,88,70.3652
1212,42.6421,1099636469037,438904,306,306,52.9319
1213,42.6247,1099932431792,445272,138,138,67.3631
1214,42.6053,1099833514307,435457,319,319,51.1412
1215,42.5467,1099636469038,438904,307,307,52.9319
1216,42.5169,1099833514308,435457,320,320,51.1412
1217,42.4513,1099636469841,438904,308,308,52.9319
1218,42.439,1099812452241,449935,137,137,67.4684
1219,42.439,1099937848581,441677,137,137,67.4684
1220,42.4287,1099870481954,435457,321,321,51.1412
1221,42.3557,1099636469842,438904,309,309,52.9319
1222,42.3489,1099936450423,445272,139,139,67.3631
1223,42.3403,1099870481955,435457,322,322,51.1412
1224,42.2603,1099636469843,438904,310,310,52.9319
1225,42.2521,1099870481956,435457,323,323,51.1412
1226,42.2191,1099931219596,453934,89,89,70.3652
1227,42.1649,1099636483419,438904,311,311,52.9319
1228,42.1637,1099870481957,435457,324,324,51.1412
1229,42.1594,1099815082549,449935,138,138,67.4684
1230,42.1594,1099937849400,441677,138,138,67.4684
1231,42.0755,1099870481958,435457,325,325,51.1412
1232,42.0731,1099937848598,445272,140,140,67.3631
1233,42.0693,1099636483420,438904,312,312,52.9319
1234,41.9871,1099870481959,435457,326,326,51.1412
1235,41.9739,1099636483421,438904,313,313,52.9319
1236,41.8989,1099870481960,435457,327,327,51.1412
1237,41.8796,1099818785392,449935,139,139,67.4684
1238,41.8796,1099937849733,441677,139,139,67.4684
1239,41.8785,1099636483422,438904,314,314,52.9319
1240,41.8105,1099870481961,435457,328,328,51.1412
1241,41.7973,1099937848603,445272,141,141,67.3631
1242,41.7829,1099636483423,438904,315,315,52.9319
1243,41.7223,1099870481962,435457,329,329,51.1412
1244,41.6875,1099636483424,438904,316,316,52.9319
1245,41.6339,1099870481963,435457,330,330,51.1412
1246,41.5998,1099819067787,449935,140,140,67.4684
1247,41.5998,1099951264605,441677,140,140,67.4684
1248,41.5921,1099636483425,438904,317,317,52.9319
1249,41.5457,1099870481964,435457,331,331,51.1412
1250,41.5213,1099937849405,445272,142,142,67.3631
1251,41.4965,1099636483426,438904,318,318,52.9319
1252,41.4573,1099870481965,435457,332,332,51.1412
1253,41.4011,1099636483427,438904,319,319,52.9319
1254,41.3691,1099870481966,435457,333,333,51.1412
1255,41.3202,1099925434520,449935,141,141,67.4684
1256,41.3202,1099964564270,441677,141,141,67.4684
1257,41.3057,1099636483428,438904,320,320,52.9319
1258,41.2807,1099870481967,435457,334,334,51.1412
1259,41.2455,1099937849745,445272,143,143,67.3631
1260,41.2101,1099636483429,438904,321,321,52.9319
1261,41.1925,1099870481968,435457,335,335,51.1412
1262,41.1147,1099636483430,438904,322,322,52.9319
1263,41.1041,1099870481969,435457,336,336,51.1412
1264,41.0404,1099925434530,449935,142,142,67.4684
1265,41.0404,1099973207158,441677,142,142,67.4684
1266,41.0193,1099636483431,438904,323,323,52.9319
1267,41.0159,1099870481970,435457,337,337,51.1412
1268,40.9697,1099938948254,445272,144,144,67.3631
1269,40.9275,1099870481971,435457,338,338,51.1412
1270,40.9237,1099636483432,438904,324,324,52.9319
1271,40.8393,1099870481972,435457,339,339,51.1412
1272,40.8283,1099636483433,438904,325,325,52.9319
1273,40.8216,1099595973415,401910,1,1,1.3694
1274,40.793,1099595973416,401910,2,2,1.3694
1275,40.7644,1099595973417,401910,3,3,1.3694
1276,40.7608,1099925497721,449935,143,143,67.4684
1277,40.7608,1099973207159,441677,143,143,67.4684
1278,40.7509,1099870481973,435457,340,340,51.1412
1279,40.7358,1099595973418,401910,4,4,1.3694
1280,40.7329,1099636483434,438904,326,326,52.9319
1281,40.7072,1099595973419,401910,5,5,1.3694
1282,40.6937,1099951264547,445272,145,145,67.3631
1283,40.6786,1099595973420,401910,6,6,1.3694
1284,40.6627,1099870481974,435457,341,341,51.1412
1285,40.65,1099595973421,401910,7,7,1.3694
1286,40.6373,1099636483435,438904,327,327,52.9319
1287,40.6214,1099595973422,401910,8,8,1.3694
1288,40.5928,1099595973423,401910,9,9,1.3694
1289,40.5743,1099870481975,435457,342,342,51.1412
1290,40.564,1099595973424,401910,10,10,1.3694
1291,40.5419,1099636500594,438904,328,328,52.9319
1292,40.5354,1099595973425,401910,11,11,1.3694
1293,40.5068,1099595973426,401910,12,12,1.3694
1294,40.4861,1099870481976,435457,343,343,51.1412
1295,40.481,1099925497749,449935,144,144,67.4684
1296,40.481,1099973207160,441677,144,144,67.4684
1297,40.4782,1099595973427,401910,13,13,1.3694
1298,40.4496,1099595973428,401910,14,14,1.3694
1299,40.4465,1099636502986,438904,329,329,52.9319
1300,40.421,1099595973429,401910,15,15,1.3694
1301,40.4179,1099971429848,445272,146,146,67.3631
1302,40.3977,1099870481977,435457,344,344,51.1412
1303,40.3924,1099595973430,401910,16,16,1.3694
1304,40.3638,1099595973431,401910,17,17,1.3694
1305,40.3509,1099636529534,438904,330,330,52.9319
1306,40.3352,1099595973432,401910,18,18,1.3694
1307,40.3095,1099870481978,435457,345,345,51.1412
1308,40.3066,1099595973433,401910,19,19,1.3694
1309,40.278,1099595973434,401910,20,20,1.3694
1310,40.2555,1099636543042,438904,331,331,52.9319
1311,40.2494,1099595973435,401910,21,21,1.3694
1312,40.2211,1099870481979,435457,346,346,51.1412
1313,40.2208,1099595973436,401910,22,22,1.3694
1314,40.1922,1099595973437,401910,23,23,1.3694
1315,40.1636,1099595973438,401910,24,24,1.3694
1316,40.1601,1099636580238,438904,332,332,52.9319
1317,40.135,1099595973439,401910,25,25,1.3694
1318,40.1329,1099870481980,435457,347,347,51.1412
1319,40.1062,1099595973440,401910,26,26,1.3694
1320,40.0776,1099595973441,401910,27,27,1.3694
1321,40.0645,1099636580379,438904,333,333,52.9319
1322,40.049,1099595973442,401910,28,28,1.3694
1323,40.0445,1099870481981,435457,348,348,51.1412
1324,40.0204,1099595973443,401910,29,29,1.3694
1325,40,1099595990729,401911,1,1,0
1326,39.9918,1099595973444,401910,30,30,1.3694
1327,39.972,1099595990730,401911,2,2,0
1328,39.9691,1099636580380,438904,334,334,52.9319
1329,39.9632,1099595973445,401910,31,31,1.3694
1330,39.9563,1099870481982,435457,349,349,51.1412
1331,39.9438,1099595990731,401911,3,3,0
1332,39.9346,1099595973446,401910,32,32,1.3694
1333,39.9158,1099595990732,401911,4,4,0
1334,39.906,1099595973447,401910,33,33,1.3694
1335,39.8876,1099595990733,401911,5,5,0
1336,39.8774,1099595973448,401910,34,34,1.3694
1337,39.8737,1099636580381,438904,335,335,52.9319
1338,39.8679,1099870481983,435457,350,350,51.1412
1339,39.8596,1099595990734,401911,6,6,0
1340,39.8488,1099595973449,401910,35,35,1.3694
1341,39.8314,1099595990735,401911,7,7,0
1342,39.8202,1099595973450,401910,36,36,1.3694
1343,39.8034,1099595990736,401911,8,8,0
1344,39.7916,1099595973451,401910,37,37,1.3694
1345,39.7797,1099870481984,435457,351,351,51.1412
1346,39.7781,1099636593554,438904,336,336,52.9319
1347,39.7752,1099595990737,401911,9,9,0
1348,39.763,1099595973452,401910,38,38,1.3694
1349,39.7472,1099595990738,401911,10,10,0
1350,39.7344,1099595973453,401910,39,39,1.3694
1351,39.7192,1099595990739,401911,11,11,0
1352,39.7058,1099595973454,401910,40,40,1.3694
1353,39.6913,1099870481985,435457,352,352,51.1412
1354,39.691,1099595990740,401911,12,12,0
1355,39.6827,1099636629731,438904,337,337,52.9319
1356,39.6772,1099595973455,401910,41,41,1.3694
1357,39.663,1099595990741,401911,13,13,0
1358,39.6484,1099595973456,401910,42,42,1.3694
1359,39.6348,1099595990742,401911,14,14,0
1360,39.6198,1099595973457,401910,43,43,1.3694
1361,39.6068,1099595990743,401911,15,15,0
1362,39.6031,1099870481986,435457,353,353,51.1412
1363,39.5912,1099595973458,401910,44,44,1.3694
1364,39.5873,1099636629732,438904,338,338,52.9319
1365,39.5786,1099595990744,401911,16,16,0
1366,39.5626,1099595973459,401910,45,45,1.3694
1367,39.5506,1099595990745,401911,17,17,0
1368,39.534,1099595973460,401910,46,46,1.3694
1369,39.5224,1099595990746,401911,18,18,0
1370,39.5147,1099870481987,435457,354,354,51.1412
1371,39.5054,1099595973461,401910,47,47,1.3694
1372,39.4944,1099595990747,401911,19,19,0
1373,39.4917,1099636675151,438904,339,339,52.9319
1374,39.4768,1099595973462,401910,48,48,1.3694
1375,39.4662,1099595990748,401911,20,20,0
1376,39.4482,1099595973463,401910,49,49,1.3694
1377,39.4382,1099595990749,401911,21,21,0
1378,39.4265,1099870481988,435457,355,355,51.1412
1379,39.4196,1099595973464,401910,50,50,1.3694
1380,39.4102,1099595990750,401911,22,22,0
1381,39.3963,1099636675152,438904,340,340,52.9319
1382,39.391,1099595973465,401910,51,51,1.3694
1383,39.382,1099595990751,401911,23,23,0
1384,39.3624,1099595973466,401910,52,52,1.3694
1385,39.354,1099595990752,401911,24,24,0
1386,39.3381,1099870481989,435457,356,356,51.1412
1387,39.3338,1099595973467,401910,53,53,1.3694
1388,39.3258,1099595990753,401911,25,25,0
1389,39.3052,1099595973468,401910,54,54,1.3694
1390,39.3009,1099636680433,438904,341,341,52.9319
1391,39.2978,1099595990754,401911,26,26,0
1392,39.2766,1099595973469,401910,55,55,1.3694
1393,39.2696,1099595990755,401911,27,27,0
1394,39.2499,1099870481990,435457,357,357,51.1412
1395,39.248,1099595973470,401910,56,56,1.3694
1396,39.2416,1099595990756,401911,28,28,0
1397,39.2194,1099595973471,401910,57,57,1.3694
1398,39.2134,1099595990757,401911,29,29,0
1399,39.2055,1099636697679,438904,342,342,52.9319
1400,39.1906,1099595973472,401910,58,58,1.3694
1401,39.1854,1099595990758,401911,30,30,0
1402,39.162,1099595973473,401910,59,59,1.3694
1403,39.1615,1099870481991,435457,358,358,51.1412
1404,39.1574,1099595990759,401911,31,31,0
1405,39.1334,1099595973474,401910,60,60,1.3694
1406,39.1292,1099595990760,401911,32,32,0
1407,39.1099,1099636698832,438904,343,343,52.9319
1408,39.1048,1099595973475,401910,61,61,1.3694
1409,39.1012,1099595990761,401911,33,33,0
1410,39.0762,1099595973476,401910,62,62,1.3694
1411,39.0733,1099870481992,435457,359,359,51.1412
1412,39.073,1099595990762,401911,34,34,0
1413,39.0476,1099595973477,401910,63,63,1.3694
1414,39.045,1099595990763,401911,35,35,0
1415,39.019,1099595973478,401910,64,64,1.3694
1416,39.0168,1099595990764,401911,36,36,0
1417,39.0145,1099636710726,438904,344,344,52.9319
1418,38.9904,1099595973479,401910,65,65,1.3694
1419,38.9888,1099595990765,401911,37,37,0
1420,38.9849,1099870481993,435457,360,360,51.1412
1421,38.9618,1099595973480,401910,66,66,1.3694
1422,38.9606,1099595990766,401911,38,38,0
1423,38.9332,1099595973481,401910,67,67,1.3694
1424,38.9326,1099595990767,401911,39,39,0
1425,38.9191,1099636717058,438904,345,345,52.9319
1426,38.9046,1099595973482,401910,68,68,1.3694
1427,38.9044,1099595990768,401911,40,40,0
1428,38.8967,1099870481994,435457,361,361,51.1412
1429,38.8764,1099595990769,401911,41,41,0
1430,38.876,1099595973483,401910,69,69,1.3694
1431,38.8484,1099595990770,401911,42,42,0
1432,38.8474,1099595973484,401910,70,70,1.3694
1433,38.8235,1099636717593,438904,346,346,52.9319
1434,38.8202,1099595990771,401911,43,43,0
1435,38.8188,1099595973485,401910,71,71,1.3694
1436,38.8083,1099870481995,435457,362,362,51.1412
1437,38.7922,1099595990772,401911,44,44,0
1438,38.7902,1099595973486,401910,72,72,1.3694
1439,38.764,1099595990773,401911,45,45,0
1440,38.7616,1099595973487,401910,73,73,1.3694
1441,38.736,1099595990774,401911,46,46,0
1442,38.733,1099595973488,401910,74,74,1.3694
1443,38.7281,1099636717594,438904,347,347,52.9319
1444,38.7201,1099870481996,435457,363,363,51.1412
1445,38.7078,1099595990775,401911,47,47,0
1446,38.7042,1099595973489,401910,75,75,1.3694
1447,38.6798,1099595990776,401911,48,48,0
1448,38.6756,1099595973490,401910,76,76,1.3694
1449,38.6516,1099595990777,401911,49,49,0
1450,38.647,1099595973491,401910,77,77,1.3694
1451,38.6327,1099636717595,438904,348,348,52.9319
1452,38.6317,1099870481997,435457,364,364,51.1412
1453,38.6236,1099595990778,401911,50,50,0
1454,38.6184,1099595973492,401910,78,78,1.3694
1455,38.5956,1099595990779,401911,51,51,0
1456,38.5898,1099595973493,401910,79,79,1.3694
1457,38.5674,1099595990780,401911,52,52,0
1458,38.5612,1099595973494,401910,80,80,1.3694
1459,38.5435,1099870481998,435457,365,365,51.1412
1460,38.5394,1099595990781,401911,53,53,0
1461,38.5371,1099636763548,438904,349,349,52.9319
1462,38.5326,1099595973495,401910,81,81,1.3694
1463,38.5112,1099595990782,401911,54,54,0
1464,38.504,1099595973496,401910,82,82,1.3694
1465,38.4832,1099595990783,401911,55,55,0
1466,38.4754,1099595973497,401910,83,83,1.3694
1467,38.4551,1099870481999,435457,366,366,51.1412
1468,38.455,1099595990784,401911,56,56,0
1469,38.4468,1099595973498,401910,84,84,1.3694
1470,38.4417,1099636764004,438904,350,350,52.9319
1471,38.427,1099595990785,401911,57,57,0
1472,38.4182,1099595973499,401910,85,85,1.3694
1473,38.3988,1099595990786,401911,58,58,0
1474,38.3896,1099595973500,401910,86,86,1.3694
1475,38.3708,1099595990787,401911,59,59,0
1476,38.3669,1099870482000,435457,367,367,51.1412
1477,38.361,1099595973501,401910,87,87,1.3694
1478,38.3463,1099636764966,438904,351,351,52.9319
1479,38.3426,1099595990788,401911,60,60,0
1480,38.3324,1099595973502,401910,88,88,1.3694
1481,38.3146,1099595990789,401911,61,61,0
1482,38.3038,1099595973503,401910,89,89,1.3694
1483,38.2866,1099595990790,401911,62,62,0
1484,38.2785,1099870482001,435457,368,368,51.1412
1485,38.2752,1099595973504,401910,90,90,1.3694
1486,38.2584,1099595990791,401911,63,63,0
1487,38.2507,1099636796666,438904,352,352,52.9319
1488,38.2464,1099595973505,401910,91,91,1.3694
1489,38.2304,1099595990792,401911,64,64,0
1490,38.2178,1099595973506,401910,92,92,1.3694
1491,38.2022,1099595990793,401911,65,65,0
1492,38.1903,1099870482002,435457,369,369,51.1412
1493,38.1892,1099595973507,401910,93,93,1.3694
1494,38.1742,1099595990794,401911,66,66,0
1495,38.1606,1099595973508,401910,94,94,1.3694
1496,38.1553,1099636796667,438904,353,353,52.9319
1497,38.146,1099595990795,401911,67,67,0
1498,38.132,1099595973509,401910,95,95,1.3694
1499,38.118,1099595990796,401911,68,68,0
1500,38.1034,1099595973510,401910,96,96,1.3694
1501,38.1019,1099870482003,435457,370,370,51.1412
1502,38.0898,1099595990797,401911,69,69,0
1503,38.0748,1099595973511,401910,97,97,1.3694
1504,38.0618,1099595990798,401911,70,70,0
1505,38.0599,1099636796668,438904,354,354,52.9319
1506,38.0462,1099595973512,401910,98,98,1.3694
1507,38.0338,1099595990799,401911,71,71,0
1508,38.0176,1099595973513,401910,99,99,1.3694
1509,38.0137,1099925434851,435457,371,371,51.1412
1510,38.0056,1099595990800,401911,72,72,0
1511,37.989,1099595973514,401910,100,100,1.3694
1512,37.9776,1099595990801,401911,73,73,0
1513,37.9643,1099636802763,438904,355,355,52.9319
1514,37.9604,1099595973897,401910,101,101,1.3694
1515,37.9494,1099595990802,401911,74,74,0
1516,37.9318,1099595973898,401910,102,102,1.3694
1517,37.9253,1099925434855,435457,372,372,51.1412
1518,37.9214,1099595990803,401911,75,75,0
1519,37.9032,1099595973899,401910,103,103,1.3694
1520,37.8932,1099595990804,401911,76,76,0
1521,37.8746,1099595973900,401910,104,104,1.3694
1522,37.8689,1099636890884,438904,356,356,52.9319
1523,37.8652,1099595990805,401911,77,77,0
1524,37.846,1099595973901,401910,105,105,1.3694
1525,37.8371,1099925497460,435457,373,373,51.1412
1526,37.837,1099595990806,401911,78,78,0
1527,37.8174,1099595973902,401910,106,106,1.3694
1528,37.809,1099595990807,401911,79,79,0
